HALTESTELLEN_NAME,BPUIC,lat,lon,PRODUKT_ID,avg_trip_day,avg_p_late
"Zürich, Michelstrasse",8591275,47.4063250000007,8.495605000000056,Bus,55.131147540983605,0.26676168757126567
"Zürich, Milchbuck",8591276,47.39749099999906,8.541929000000103,"Bus, Tram",2446.409836065574,0.26576291226310533
"Zürich, Militär-/Langstrasse",8591277,47.379600000000195,8.527626999999999,Bus,581.4754098360655,0.27528177801020093
"Zürich, Mittelleimbach",8591278,47.32313699999951,8.514291000000046,Bus,116.29508196721312,0.36998215266337214
"Zürich, Morgental",8591279,47.343947000001,8.530140999999608,"Bus, Tram",1029.0983606557377,0.2685605644577128
"Zürich, Museum Rietberg",8591283,47.360718999998646,8.531557000000111,Tram,293.55737704918033,0.282534319760294
"Zürich, Museum für Gestaltung",8591282,47.38212200000123,8.534936000000014,"Bus, Tram",833.3770491803278,0.2707805268083918
"Zürich, Mötteliweg",8591280,47.41395500000164,8.526460999999998,Bus,288.1639344262295,0.2789464820052443
"Zürich, Mühlacker",8591281,47.42563299999932,8.49800300000003,Bus,70.04918032786885,0.24757001647446417
"Zürich, Neeserweg",8591284,47.3909239999995,8.473974000000213,Bus,111.91803278688525,0.3661993471009862
"Zürich, Neuaffoltern",8591285,47.41184500000078,8.5250259999999,Bus,577.9344262295082,0.33627218647595386
"Zürich, Neubühl",8591286,47.33292700000098,8.534944000000133,Bus,79.70491803278688,0.4065882874889084
"Zürich, Neumarkt",8591287,47.372774000002174,8.54735000000041,"Bus, Tram",1137.672131147541,0.2733967325517345
"Zürich, Neunbrunnen",8591289,47.41670400000099,8.53820599999994,Bus,392.72131147540983,0.2739205404458204
"Zürich, Nordheimstrasse",8591290,47.40357599999921,8.53107199999992,Bus,125.91803278688525,0.36530697252346733
"Zürich, Nordstrasse",8591291,47.388326000000205,8.536163000000085,Bus,428.91803278688525,0.3220009276242201
"Zürich, Nürenbergstrasse",8591292,47.392255999999314,8.533435999999854,Bus,277.0163934426229,0.2717359305860247
"Zürich, Oberwiesenstrasse",8591293,47.41047699999928,8.532816000000112,Bus,282.4754098360656,0.35716735441109276
"Zürich, Oerlikerhus",8591294,47.41758500000102,8.554206000000063,Tram,525.9672131147541,0.2315554132445677
"Zürich, Okenstrasse",8591296,47.388012000001105,8.534143000000084,Bus,149.7704918032787,0.2314618679652315
"Zürich, Opernhaus",8576195,47.36541399999988,8.547646999999708,"Bus, Tram",1282.327868852459,0.2044680233499561
"Zürich, Orionstrasse",8591297,47.41672200000112,8.566168000000083,Bus,95.27868852459017,0.45125541125541146
"Zürich, Ottikerstrasse",8591298,47.38519000000074,8.542416000000095,Tram,535.344262295082,0.2367814092094913
"Zürich, Paradeplatz",8591299,47.36936599999938,8.538764999999914,Tram,1848.655737704918,0.2455995564230549
"Zürich, Pflegezentr. Käferberg",8591302,47.39965400000061,8.517703000000072,Bus,330.39344262295083,0.33364428989831985
"Zürich, Platte",8591303,47.375008000001024,8.552639999999917,Tram,541.4098360655738,0.1858244800279439
"Zürich, Post Wollishofen",8591304,47.34446900000134,8.532957999999823,Tram,293.2295081967213,0.28770644711335563
